Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Categoría;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14;Foto 15;Foto 16;Foto 17
6540;Festividad de San Marcos;;30176;Pliego;PLIEGO;968 666 321;;pliego@pliego.org;https://pliego.org/;;;;<p><span style='font-size:11pt'>Cada 25 de abril tiene lugar una las festividades m&aacute,s multitudinarias que se realizan en esta localidad y muy estrechamente ligada con el mundo rural. Es una fiesta com&uacute,n a todos los lugares que formaron parte de los territorios de la Orden de Santiago (como Aledo). Es una fiesta de reuniones de familiares y amigos en entornos naturales del pueblo para disfrutar de la jornada en el campo. Tambi&eacute,n muy tradicional y com&uacute,n a este legado santiaguista resulta la elaboraci&oacute,n del &ldquo,hornazo&rdquo,, una torta dulce con huevos cocidos dentro, a la que se pueden a&ntilde,adir como adorno bolas de an&iacute,s o golosinas.</span></p><p><span style='font-size:11pt'>M&aacute,s representativo y original de esta localidad resulta el tradicional </span><em>&ldquo,atarle los cuernos al diablo&rdquo,</em><span style='font-size:11pt'>, una expresi&oacute,n cultural consistente en hacer tres nudos seguidos o un lazo a un manojo de espigas sin arrancarlas y rezar treinta y tres credos, diciendo:</span></p><p><em>&ldquo,San Marcos bendito, treinta y tres credos te deposito, ni te los niego ni te los quito, por si a la hora de mi muerte los necesito&rdquo,</em></p>;;;;;;;;;;;;;;;;;;
5420;Festividades Virgen de la Consolación;Distintos puntos de la localidad;30500;Molina de Segura;MOLINA DE SEGURA;;;fiestas@molinadesegura.es;www.molinadesegura.es;;-1.211528;38.050557;Molina de Segura ha encontrado el colofón perfecto al verano: las Fiestas Patronales  en honor a la Virgen de la Consolación, que comienzan el primer sábado de septiembre.  Empiezan con una romería, cuyo origen se remonta al siglo XVIII, en la que la Virgen de la Consolación es trasladada desde su ermita a la Iglesia de la Asunción. Después de esto tiene lugar la  ofrenda floral, a la que los molinenses acuden llevando ramos de flores y van ataviados con trajes regionales, formando un desfile que parte de la Plaza del Ayuntamiento y llega hasta la Iglesia de la Asunción, donde se saca la imagen de la Virgen para que reciba a todos los visitantes que acudan ese día. Los festejos, en los que no faltan las actividades culturales como las zarzuelas, la música, el desfile de carrozas, las exposiciones, un festival nacional de folclore o un certamen de tunas, culminan el tercer lunes de septiembre, cuando de nuevo en romería, la  Virgen de la Consolación es devuelta a su ermita.;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5420-2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5420-1_g.jpg;;;;;;;;;;;;;;;
6355;Fiesta de 'El Barrio';Plaza de la Diputación;30859;Aledo;;968484422;968484423;empleo@aledo.es;;;-1.573504;37.795883;<p>Como antesala de las fiestas patronales, cada 14 de Agosto, <em>&ldquo,El Barrio&rdquo, </em>de Aledo (constituido por las primeras calles del pueblo) se engalana para celebrar su d&iacute,a junto a la Plaza de la Diputaci&oacute,n. Una jornada festiva que re&uacute,ne convivencia, tradici&oacute,n, gastronom&iacute,a, entretenimiento y diversi&oacute,n en un ambiente familiar y acogedor.</p><p>Su programa festivo suele comenzar a las 9:30 horas con una Diana Floreada que recorre las calles del barrio anunciando el inicio de la fiesta. En torno a las 10:30 se re&uacute,nen en la plaza vecinos del barrio &nbsp,para ofrecer un almuerzo a todo aquel que all&iacute, se acerque. La tradici&oacute,n hace acto de presencia en esta fiesta sobre las 13:00 horas, cuando comienza la actuaci&oacute,n de la Cuadrilla de Aledo. Posteriormente, se pone a disposici&oacute,n de los asistentes una paella gigante con la que coger fuerzas para la tarde de actividades y animaci&oacute,n que tienen preparada. Ya sobre las 16:00 horas comienzan las diferentes actividades acu&aacute,ticas con las que refrescarse del calor veraniego de agosto, as&iacute, como otras actividades que mezclan diversi&oacute,n y tradici&oacute,n tanto para adultos como para ni&ntilde,os. Llegada la noche, la charanga acompa&ntilde,ada por los cabezudos vuelve a llenar las calles del barrio de m&uacute,sica y alegr&iacute,a, para terminar el d&iacute,a con la actuaci&oacute,n de varios grupos musicales en el escenario situado en la Plaza de la Diputaci&oacute,n.</p>;;;;;;;;;;;;;;;;;;
6972;Fiesta de la Matanza;Concejalía de Festejos. Casa de la Cultura, Avda. Constitución, s/n;30840;Alhama de Murcia;;968 630 000 - Ext. 5210;;festejos@alhamademurcia.es;;;-1.4266874;37.8493708;<p>La matanza del cerdo en Alhama de Murcia, al igual que en muchos lugares, fue base de la alimentaci&oacute,n de las familias durante a&ntilde,os. El invierno era la &eacute,poca indicada para que el embutido no se echase a perder. Lo que en un principio era algo necesario a la vez que festivo, con el tiempo qued&oacute, en fiesta y tradici&oacute,n. A propuesta de un vecino, el Ayuntamiento de Alhama, a trav&eacute,s de la Concejal&iacute,a de Festejos comenz&oacute, a trabajar y a dise&ntilde,ar la Fiesta de la Matanza, en el a&ntilde,o 2010. Unas jornadas donde los alhame&ntilde,os homenajean a una de sus tradiciones m&aacute,s arraigadas, en la que se han involucrado, como debe ser en las fiestas populares: matachines, m&uacute,sicos, particulares, asociaciones, empresas, hosteleros y comerciantes.</p><p>Los actos se celebran en una carpa instalada habitualmente en el recinto ferial, donde tienen lugar, entre otras actividades, demostraciones de elaboraci&oacute,n de embutidos, exposici&oacute,n de fotograf&iacute,as, aperos y herramientas relacionadas con la matanza y las actuaciones de coros y rondallas que amenizan la fiesta. La fiesta se realiza en febrero, el fin de semana posterior a la fiesta de la Candelaria.</p>;Otras;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6972-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6972-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6972-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6972-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6972-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6972-3p_g.jpg;;;;;;;;;;;
469;Fiesta de las Cuadrillas de Barranda;;;Caravaca de la Cruz;BARRANDA;;;;http://www.fiestadelascuadrillas.com/;http://www.fiestadelascuadrillas.com/;;;Nace en el año 1979 y su mérito consiste en haberse convertido en un clásico entre las fiestas populares de la zona, siendo capaz de reunir a varios miles de personas que acuden con el aliciente de disfrutar durante todo un día con la música popular, convirtiendo las calles de esta localidad en un enorme escenario popular donde se toca, se baila y se disfruta de la comida y el vino.<br><br>La pedanía caravaqueña de Barranda, con menos de 900 habitantes, se convierte en una gran superpotencia sonora el último domingo de enero, día en que se celebra esta fiesta de Interés Turístico Nacional.<br><br>Músicos y bailadores, muchos de ellos grandes maestros del género, realizan sus piezas a pie de calle y entre miles de personas. Aquí el público es parte activa, por lo que todo el mundo es libre de 'echarse un baile' y tocar junto a los grupos de música popular. <br><br>Por la mañana, entre doce y quince cuadrillas llegadas de todo el país se distribuyen estratégicamente a lo largo de las calles y plazas del pueblo para mostrar sus mejores bailes y ritmos. <br><br>A media mañana, al público se le ofrece vino, bocadillos y patatas con ajo. A la hora de comer, a las cuadrillas se les recompensa con una comida típica de la zona. <br><br>Por la tarde tiene lugar 'el choque de cuadrillas', donde se representa la rivalidad pasada entre los músicos tradicionales. Estos encuentros terminan siempre saldándose con originales improvisaciones, piezas comunes y espectaculares alardes musicales. <br><br>Al caer la tarde, cuando el frío empieza a encoger los cuerpos, la música y el baile se refugian en el Salón Social de Barranda. Allí continúan los espectáculos de baile suelto, teatro improvisado y trovos. Y la fiesta sigue y sigue... hasta que el cuerpo aguante.;Interés Turístico Nacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200220_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200221_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200222_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200252_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200224_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200225_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200250_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img17200223_g.jpg;;;;;;;;;
466;Fiesta de los Mayos;;30840;Alhama de Murcia;;968630000 - Ext. 5210;;festejos@alhamademurcia.es;http://www.fiestadelosmayos.es/;;1.4264633;37.851576;<p>La Fiesta de los Mayos, declarada de Inter&eacute,s Tur&iacute,stico Nacional, se celebra el primer fin de semana de mayo. Los &quot,mayos&quot, son peleles que, caracterizados con objetos e indumentarias apropiadas, representan escenas costumbristas, originales o cr&iacute,ticas. Estos peleles componen una escena, representan una situaci&oacute,n concreta que se quiere parodia o imitar y los personajes se expresan mediante di&aacute,logos escritos en verso, plasmados en peque&ntilde,os carteles. Se instalan en calles, parques y plazas, convirtiendo Alhama en un verdadero museo etnol&oacute,gico al aire libre, el s&aacute,bado tarde y durante todo el domingo, D&iacute,a de los Mayos. Vecinos y visitantes los recorren ataviados de &quot,corremayos&quot,, un traje multicolor adornado con cascabeles. El s&aacute,bado por la noche, tras el nombramiento de Corremayo Mayor, los &ldquo,corremayos&rdquo, protagonizan un multitudinario y animado &nbsp,pasacalles &nbsp,musical y el domingo por la ma&ntilde,ana, el pasacalles de &ldquo,corremayos&rdquo, recorre todos los Mayos y Cruces de Mayo inscritas a concurso. El domingo se llevan a cabo otras actividades complementarias como Encuentro de Cuadrillas, mercado artesanal, etc.</p><p><a href='http://turismo.alhamademurcia.es/descargas/38s-mayos-espaol-ed.-2016.pdf'>Folleto informativo sobre Los Mayos de Alhama.</a></p><p>&nbsp,</p><p>&nbsp,</p>;Interés Turístico Nacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-18p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_6_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_7_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_8_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_9_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_10_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-11p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-12p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-13p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-14p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-15p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-16p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-466-17p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_466_2_g.jpg
7244;Fiesta de San Marcos de Bullas;Plaza de España, 12;30180;Bullas;;;;;;;;;;;;;;;;;;;;;;;;;;;
6788;Fiesta del Vino de Bullas;Plaza de España;30180;Bullas;;;;;;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6788-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6788-1p_g.jpg;;;;;;;;;;;;;;;
456;Fiestas de Carthagineses y Romanos;;;Cartagena;;;;;http://www.cartaginesesyromanos.es;http://www.cartaginesesyromanos.es/;;;<p>Un desembarco conmemora la toma de la ciudad, en el a&ntilde,o 209 a.c., por las tropas romanas de Escipi&oacute,n, lo que da lugar a una semana festiva en la que se alternan los d&iacute,as dedicados a uno y otro bando. La boda de An&iacute,bal e Himilce o el d&iacute,a del circo romano, con sus gladiadores y fieras salvajes, desembocan en el gran desfile del s&aacute,bado, el d&iacute,a grande de la fiesta, cuando todas las tropas y legiones marchan sobre la ciudad.<br /><br /><br /><strong>M&aacute,s Informaci&oacute,n</strong>:<br /><a class='enlaces' href='http://www.murciaturistica.es/es/carthagineses_romanos/' target='blank'>Especial Carthagineses y Romanos</a><br />&nbsp,</p>;Interés Turístico Internacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img42002119_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img42002121_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img42002122_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img42002124_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_456_130_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_456_126_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_456_127_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_456_128_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_456_129_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img42002125_g.jpg;;;;;;;
8800;FIESTAS DE EL PASICO;Carretera de Roldán;30700;Torre Pacheco;HORTICHUELA;968 577108;;festejos@torrepacheco.es;;;;;<p style='margin-left:-14.2pt'>Se trata de una fiesta popular que se celebra todos los <strong>Lunes Pascua</strong> en la explanada junto a la <strong>&ldquo,Ermita de El Pasico&rdquo, y el Molino de viento </strong>con el mismo nombre. Tambi&eacute,n es conocida como <strong>&quot,La merienda de El Pasico&quot,.</strong></p><p style='margin-left:-14.2pt'>Es costumbre entre los ciudadanos de Torre Pacheco el acudir a la ermita cada a&ntilde,o para asistir a <strong>misa</strong>, siendo de gran tradici&oacute,n <strong>pasar un clavel</strong> por el tronco que sujeta la piedra de alabastro con la silueta de <strong>la Virgen</strong>, y ofrecerle flores en calidad de ofrenda. Tras la misa, los vecinos pueden disfrutar de las atracciones que se instalan en la zona, para despu&eacute,s celebrar sus comidas de hermandad y ya por la tarde, merendar la tradicional <strong>&ldquo,mona con huevo&rdquo,</strong>, costumbre que data del siglo XIX.</p><p style='margin-left:-14.2pt'>Junto a la ermita, est&aacute, situado el <strong>&ldquo,Molino de El Pasico&rdquo,</strong>, unos de los m&aacute,s emblem&aacute,ticos del t&eacute,rmino municipal de Torre Pacheco. Este molino harinero se pone en funcionamiento para deleitarnos con el susurro del viento atravesando sus velas junto al rugir de los engranajes que mueven las piedras y as&iacute, disfrutar el &ldquo,Arte de la molienda&rdquo,.</p><p style='margin-left:-14.2pt'>Este d&iacute,a es un encuentro de mayores y peque&ntilde,os, en el cual pueden disfrutar de la naturaleza y de las actividades que se realizan con motivo de la celebraci&oacute,n de la Pascua. Encontrar&aacute,n <strong>atracciones infantiles</strong> y dem&aacute,s actividades l&uacute,dicas para todo tipo de p&uacute,blico.</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8800-1p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8800-2p_g.jpg;;;;;;;;;;;;;;;
8791;FIESTAS DE LA MANGA;Plaza Bohemia;;La Manga;LA MANGA Cartagena;;;;;;;;<p>La Manga celebra, en torno al 15 de septiembre, en la Plaza Bohemia sus fiestas populares, en las que turistas y residentes disfrutan de todo tipo de actividades.</p><p>El recinto de festero, situado en la Plaza Bohemia, se puebla de casetas representantes de pa&iacute,ses del mundo, decoradas en un ambiente tem&aacute,tico y en las que se puede degustar la gastronom&iacute,a t&iacute,pica de cada uno de ellos.</p><p>En el programa de actividades se ofrece m&uacute,sica, deportes, cultura y ocio de todo tipo, tanto para mayores como para los m&aacute,s peque&ntilde,os.</p>;Otras;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8791-1p_g.jpg;;;;;;;;;;;;;;;;
453;Fiestas de la Santísima y Vera Cruz;;;Caravaca de la Cruz;;;;;http://caravacaenfiestas.com/;http://caravacaenfiestas.com/;;;<p>Cientos de miles de visitantes acuden a Caravaca cada a&ntilde,o con el &uacute,nico objetivo de divertirse y participar en estas fiestas, que se celebran del 1 al 5 de mayo y que incluyen dos espect&aacute,culos &uacute,nicos en todo el mundo: las fiestas de Moros y Cristianos y los Caballos del Vino.</p><p>El primero rememora las luchas que tuvieron lugar en la Edad Media, en la &eacute,poca en la que la localidad murciana era tierra fronteriza con el Reino Nazar&iacute, de Granada. K&aacute,bilas y grupos cristianos desfilan junto a sultanes y reyes, luciendo sus mejores trajes y levantando al p&uacute,blico de sus tribunas a ritmo de espectaculares coreograf&iacute,as y marchas moras.</p><p>El 2 de mayo Caravaca vive su d&iacute,a de fiesta m&aacute,s intenso, con la m&iacute,tica carrera de los Caballos del Vino. Se trata de una competici&oacute,n que hace honor a la tradici&oacute,n, a la fuerza de la naturaleza y a la simbiosis del hombre con el caballo.</p><p>M&aacute,s de 60 pe&ntilde,as compiten en una contrarreloj de velocidad, con sus respectivas cabalgaduras, evocando as&iacute, el momento en el que un grupo de caballeros cristianos consiguieron romper el cerco impuesto por los moros, portando pellejos de vino para aliviar la sed de los presos en el alc&aacute,zar.</p><p>El atronador sonido de los caballos al galope, la belleza de los mantos bordados, la m&uacute,sica y miles de personas de blanco y rojo hacen que la ciudad entera se transforme.</p><p><br /><br /><a href='http://www.murciaturistica.es/es/fiestas_caravaca/' target='_blank'><strong>M&aacute,s Informaci&oacute,n Especial Fiestas Caravaca de la Cruz 2015</strong></a></p>;Interés Turístico Internacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_10_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_6_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_7_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_8_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_9_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_453_5_g.jpg;;;;;;;
476;Fiestas de la Vendimia;;;Jumilla;;;;ffistavendimia@gmail.com;http://www.fiestadelavendimia.com/;http://www.fiestadelavendimia.com/;;;<p>Esta fiesta se crea en 1972 a iniciativa de un grupo de bodegueros de la localidad, participando en sus or&iacute,genes bodegas y pueblos de la Denominaci&oacute,n de Origen de Jumilla, hasta que hace unos a&ntilde,os comenzaron a participar en ellas grupos y asociaciones de agricultores dando lugar m&aacute,s tarde a la formaci&oacute,n de pe&ntilde,as, aglutinadas en la &laquo,Federaci&oacute,n de Pe&ntilde,as de la Fiesta de la Vendimia&raquo,. Todos los actos que en ella se ofrecen, giran en torno al vino y su cultura, mostrando todas sus labores, como son la vendimia, la pisa, la elaboraci&oacute,n y la degustaci&oacute,n, organizando numerosas actividades dirigidas a p&uacute,blico de todas las edades y en las que la diversi&oacute,n est&aacute, asegurada: Inauguraci&oacute,n de la Fuente del Vino, Ofrenda de Uvas y Primer Mosto al Ni&ntilde,o de las Uvas, Cabalgata Infantil, Cabalgata del Vino, etc.<br />&nbsp,</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-476-1p_g.jpg;;;;;;;;;;;;;;;;
5415;Fiestas de la Virgen de las Maravillas;Calles de Cehegín;30430;Cehegín;CEHEGÍN;968 723 550;968 723 555;oficinaturismo@cehegin.es;www.turismocehegin.es;;-1.795997;38.0901792;Teatro, recitales poéticos, conciertos corales, con la orquesta de la banda municipal, exposiciones, corridas taurinas, actividades deportivas, otras específicas para los niños, funciones religiosas, procesiones con la Patrona, fuegos artificiales, bailes en la Barraca municipal¿ El programa de actividades en honor a la patrona de Cehegín es inmenso. El acto más institucional es la Coronación de la reina y damas de honor y el pregón de las fiestas, encomendado siempre a algún ilustre personaje. Otro de los días más importantes es el día del Huertano, día en que se puede degustar la gran paella municipal y participar en las concentraciones, barracas, y disfrutar de los desfiles y actuaciones. Destacan también para los jóvenes y adultos los conciertos musicales.;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5415-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5415-7p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5415-11p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5415-9p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5415-10p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5415-8p_g.jpg;;;;;;;;;;;
488;Fiestas de la Virgen del Carmen;;;San Pedro del Pinatar;;;;;;;;;<p><strong>Este a&ntilde,o debido a la crisis sanitaria Covid-19 no se celebrar&aacute,n las romer&iacute,as terrestre y mar&iacute,tima por seguridad, ya que implican gran afluencia de p&uacute,blico.</strong></p><p>Procesi&oacute,n terrestre y marinera con la Virgen a bordo de una embarcaci&oacute,n.<br />&nbsp,</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-488-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-488-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-488-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-488-4p_g.jpg;;;;;;;;;;;;;
485;Fiestas de Moros y Cristianos;;;Murcia;;;;;https://morosycristianosmurcia.wordpress.com/;https://morosycristianosmurcia.wordpress.com/;;;<p>Los campamentos moros y cristianos y los desfiles populares de sus huestes y comparsas musicales ponen una nota de colorido hist&oacute,rico durante estas fiestas que se ven rubricadas con la Feria Taurina.</p>;Interés Turístico Nacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img34200244_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-485-47p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img34200246_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img34200245_g.jpg;;;;;;;;;;;;;
489;Fiestas de Moros y Cristianos;;;Santomera;;;;;;;;;<p>Campamentos, verbenas y desfiles de las huestes de moros y cristianos por las calles de la ciudad.</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img38200257_g.jpg;;;;;;;;;;;;;;;;
